"District","School","Subject","Year","Proficiency"
"Alexander County Schools","Bethlehem Elementary","Math Grade 3-8","2023%",69.1
"Alexander County Schools","Bethlehem Elementary","Science Grade 5&8","2018%",82.3
"Alexander County Schools","Bethlehem Elementary","Science Grade 5&8","2019%",72.7
"Alexander County Schools","Bethlehem Elementary","Science Grade 5&8","2022%",81.7
"Alexander County Schools","Bethlehem Elementary","Science Grade 5&8","2023%",86.1
"Alexander County Schools","East Alexander Middle","Reading Grade 3-8","2018%",52.8
"Alexander County Schools","East Alexander Middle","Reading Grade 3-8","2019%",54.2
"Alexander County Schools","East Alexander Middle","Reading Grade 3-8","2022%",43.2
"Alexander County Schools","East Alexander Middle","Reading Grade 3-8","2023%",42.9
"Alexander County Schools","East Alexander Middle","Math Grade 3-8","2018%",49.1
"Alexander County Schools","East Alexander Middle","Math Grade 3-8","2019%",59.1
"Alexander County Schools","East Alexander Middle","Math Grade 3-8","2022%",45.5
"Alexander County Schools","East Alexander Middle","Math Grade 3-8","2023%",46.2
"Alexander County Schools","East Alexander Middle","Science Grade 5&8","2018%",83.9
"Alexander County Schools","East Alexander Middle","Science Grade 5&8","2019%",80.5
"Alexander County Schools","East Alexander Middle","Science Grade 5&8","2022%",66.3
"Alexander County Schools","East Alexander Middle","Science Grade 5&8","2023%",60.6
"Alexander County Schools","Ellendale Elementary","Reading Grade 3-8","2018%",65.8
"Alexander County Schools","Ellendale Elementary","Reading Grade 3-8","2019%",64.6
"Alexander County Schools","Ellendale Elementary","Reading Grade 3-8","2022%",58.3
"Alexander County Schools","Ellendale Elementary","Reading Grade 3-8","2023%",56.7
"Alexander County Schools","Ellendale Elementary","Math Grade 3-8","2018%",71.5
"Alexander County Schools","Ellendale Elementary","Math Grade 3-8","2019%",70.1
"Alexander County Schools","Ellendale Elementary","Math Grade 3-8","2022%",61.1
"Alexander County Schools","Ellendale Elementary","Math Grade 3-8","2023%",62.9
"Alexander County Schools","Ellendale Elementary","Science Grade 5&8","2018%",80
"Alexander County Schools","Ellendale Elementary","Science Grade 5&8","2019%",78.4
"Alexander County Schools","Ellendale Elementary","Science Grade 5&8","2022%",40.6
"Alexander County Schools","Ellendale Elementary","Science Grade 5&8","2023%",63.3
"Alexander County Schools","Hiddenite Elementary","Reading Grade 3-8","2018%",40.1
"Alexander County Schools","Hiddenite Elementary","Reading Grade 3-8","2019%",46.1
"Alexander County Schools","Hiddenite Elementary","Reading Grade 3-8","2022%",45.6
"Alexander County Schools","Hiddenite Elementary","Reading Grade 3-8","2023%",45.5
"Alexander County Schools","Hiddenite Elementary","Math Grade 3-8","2018%",52.1
"Alexander County Schools","Hiddenite Elementary","Math Grade 3-8","2019%",59.4
"Alexander County Schools","Hiddenite Elementary","Math Grade 3-8","2022%",45.6
"Alexander County Schools","Hiddenite Elementary","Math Grade 3-8","2023%",48.2
"Alexander County Schools","Hiddenite Elementary","Science Grade 5&8","2018%",66.2
"Alexander County Schools","Hiddenite Elementary","Science Grade 5&8","2019%",65.5
"Alexander County Schools","Hiddenite Elementary","Science Grade 5&8","2022%",42.6
"Alexander County Schools","Hiddenite Elementary","Science Grade 5&8","2023%",67.9
"Alexander County Schools","Stony Point Elementary","Reading Grade 3-8","2018%",55.8
"Alexander County Schools","Stony Point Elementary","Reading Grade 3-8","2019%",57.4
"Alexander County Schools","Stony Point Elementary","Reading Grade 3-8","2022%",45.5
"Alexander County Schools","Stony Point Elementary","Reading Grade 3-8","2023%",33.3
"Alexander County Schools","Stony Point Elementary","Math Grade 3-8","2018%",62.8
"Alexander County Schools","Stony Point Elementary","Math Grade 3-8","2019%",70.5
"Alexander County Schools","Stony Point Elementary","Math Grade 3-8","2022%",64.5
"Alexander County Schools","Stony Point Elementary","Math Grade 3-8","2023%",53.8
"Alexander County Schools","Stony Point Elementary","Science Grade 5&8","2018%",62.8
"Alexander County Schools","Stony Point Elementary","Science Grade 5&8","2019%",60.5
"Alexander County Schools","Stony Point Elementary","Science Grade 5&8","2022%",78.9
"Alexander County Schools","Stony Point Elementary","Science Grade 5&8","2023%",75
"Alexander County Schools","Sugar Loaf Elementary","Reading Grade 3-8","2018%",65.2
"Alexander County Schools","Sugar Loaf Elementary","Reading Grade 3-8","2019%",64.4
"Alexander County Schools","Sugar Loaf Elementary","Reading Grade 3-8","2022%",51.4
"Alexander County Schools","Sugar Loaf Elementary","Reading Grade 3-8","2023%",59.4
"Alexander County Schools","Sugar Loaf Elementary","Math Grade 3-8","2018%",77.7
"Alexander County Schools","Sugar Loaf Elementary","Math Grade 3-8","2019%",78.8
"Alexander County Schools","Sugar Loaf Elementary","Math Grade 3-8","2022%",59.6
"Alexander County Schools","Sugar Loaf Elementary","Math Grade 3-8","2023%",72.3
"Alexander County Schools","Sugar Loaf Elementary","Science Grade 5&8","2018%",75
"Alexander County Schools","Sugar Loaf Elementary","Science Grade 5&8","2019%",65.5
"Alexander County Schools","Sugar Loaf Elementary","Science Grade 5&8","2022%",63.4
"Alexander County Schools","Sugar Loaf Elementary","Science Grade 5&8","2023%",76.5
"Alexander County Schools","Taylorsville Elementary","Reading Grade 3-8","2018%",66.1
"Alexander County Schools","Taylorsville Elementary","Reading Grade 3-8","2019%",69.2
"Alexander County Schools","Taylorsville Elementary","Reading Grade 3-8","2022%",60
"Alexander County Schools","Taylorsville Elementary","Reading Grade 3-8","2023%",57
"Alexander County Schools","Taylorsville Elementary","Math Grade 3-8","2018%",77.4
"Alexander County Schools","Taylorsville Elementary","Math Grade 3-8","2019%",82.5
"Alexander County Schools","Taylorsville Elementary","Math Grade 3-8","2022%",72.4
"Alexander County Schools","Taylorsville Elementary","Math Grade 3-8","2023%",71.9
"Alexander County Schools","Taylorsville Elementary","Science Grade 5&8","2018%",90
"Alexander County Schools","Taylorsville Elementary","Science Grade 5&8","2019%",74.4
"Alexander County Schools","Taylorsville Elementary","Science Grade 5&8","2022%",75
"Alexander County Schools","Taylorsville Elementary","Science Grade 5&8","2023%",61.8
"Alexander County Schools","West Alexander Middle","Reading Grade 3-8","2018%",61.6
"Alexander County Schools","West Alexander Middle","Reading Grade 3-8","2019%",63.4
"Alexander County Schools","West Alexander Middle","Reading Grade 3-8","2022%",57.5
"Alexander County Schools","West Alexander Middle","Reading Grade 3-8","2023%",57.4
"Alexander County Schools","West Alexander Middle","Math Grade 3-8","2018%",58.7
"Alexander County Schools","West Alexander Middle","Math Grade 3-8","2019%",69.7
"Alexander County Schools","West Alexander Middle","Math Grade 3-8","2022%",64.8
"Alexander County Schools","West Alexander Middle","Math Grade 3-8","2023%",65.2
"Alexander County Schools","West Alexander Middle","Science Grade 5&8","2018%",87.8
"Alexander County Schools","West Alexander Middle","Science Grade 5&8","2019%",92.4
"Alexander County Schools","West Alexander Middle","Science Grade 5&8","2022%",85.1
"Alexander County Schools","West Alexander Middle","Science Grade 5&8","2023%",86
"Alexander County Schools","Wittenburg Elementary","Reading Grade 3-8","2018%",59.2
"Alexander County Schools","Wittenburg Elementary","Reading Grade 3-8","2019%",66.2
"Alexander County Schools","Wittenburg Elementary","Reading Grade 3-8","2022%",45.4
"Alexander County Schools","Wittenburg Elementary","Reading Grade 3-8","2023%",47.9
"Alexander County Schools","Wittenburg Elementary","Math Grade 3-8","2018%",69.7
"Alexander County Schools","Wittenburg Elementary","Math Grade 3-8","2019%",72.9
"Alexander County Schools","Wittenburg Elementary","Math Grade 3-8","2022%",53.9
"Alexander County Schools","Wittenburg Elementary","Math Grade 3-8","2023%",50
"Alexander County Schools","Wittenburg Elementary","Science Grade 5&8","2018%",70.2
"Alexander County Schools","Wittenburg Elementary","Science Grade 5&8","2019%",79.2
"Alexander County Schools","Wittenburg Elementary","Science Grade 5&8","2022%",68.9
"Alexander County Schools","Wittenburg Elementary","Science Grade 5&8","2023%",71.4
"Alleghany County Schools","Alleghany High","Biology","2018%",53
"Alleghany County Schools","Alleghany High","Biology","2019%",62.4
"Alleghany County Schools","Alleghany High","Biology","2022%",59.1
"Alleghany County Schools","Alleghany High","Biology","2023%",48.3
"Alleghany County Schools","Alleghany High","English II","2018%",49.6
"Alleghany County Schools","Alleghany High","English II","2019%",51.8
"Alleghany County Schools","Alleghany High","English II","2022%",56.7
"Alleghany County Schools","Alleghany High","English II","2023%",40.7
"Alleghany County Schools","Glade Creek Elementary","Reading Grade 3-8","2018%",54.7
"Alleghany County Schools","Glade Creek Elementary","Reading Grade 3-8","2019%",56.1
"Alleghany County Schools","Glade Creek Elementary","Reading Grade 3-8","2022%",39.2
"Alleghany County Schools","Glade Creek Elementary","Reading Grade 3-8","2023%",43.8
"Alleghany County Schools","Glade Creek Elementary","Math Grade 3-8","2018%",65.5
"Alleghany County Schools","Glade Creek Elementary","Math Grade 3-8","2019%",70.9
"Alleghany County Schools","Glade Creek Elementary","Math Grade 3-8","2022%",57.6
"Alleghany County Schools","Glade Creek Elementary","Math Grade 3-8","2023%",60
"Alleghany County Schools","Glade Creek Elementary","Science Grade 5&8","2018%",74
"Alleghany County Schools","Glade Creek Elementary","Science Grade 5&8","2019%",83.3
"Alleghany County Schools","Glade Creek Elementary","Science Grade 5&8","2022%",67.9
"Alleghany County Schools","Glade Creek Elementary","Science Grade 5&8","2023%",75
"Alleghany County Schools","Piney Creek Elementary","Reading Grade 3-8","2018%",72
"Alleghany County Schools","Piney Creek Elementary","Reading Grade 3-8","2019%",70.9
"Alleghany County Schools","Piney Creek Elementary","Reading Grade 3-8","2022%",44.2
"Alleghany County Schools","Piney Creek Elementary","Reading Grade 3-8","2023%",56.5
"Alleghany County Schools","Piney Creek Elementary","Math Grade 3-8","2018%",76
"Alleghany County Schools","Piney Creek Elementary","Math Grade 3-8","2019%",84.5
"Alleghany County Schools","Piney Creek Elementary","Math Grade 3-8","2022%",49
"Alleghany County Schools","Piney Creek Elementary","Math Grade 3-8","2023%",65.4
"Alleghany County Schools","Piney Creek Elementary","Science Grade 5&8","2018%",87.1
"Alleghany County Schools","Piney Creek Elementary","Science Grade 5&8","2019%",86.1
"Alleghany County Schools","Piney Creek Elementary","Science Grade 5&8","2022%",71.1
"Alleghany County Schools","Piney Creek Elementary","Science Grade 5&8","2023%",76.5
"Alleghany County Schools","Sparta Elementary","Reading Grade 3-8","2018%",49.4
"Alleghany County Schools","Sparta Elementary","Reading Grade 3-8","2019%",54.1
"Alleghany County Schools","Sparta Elementary","Reading Grade 3-8","2022%",41.9
"Alleghany County Schools","Sparta Elementary","Reading Grade 3-8","2023%",42.6
"Alleghany County Schools","Sparta Elementary","Math Grade 3-8","2018%",53.6
"Alleghany County Schools","Sparta Elementary","Math Grade 3-8","2019%",53
"Alleghany County Schools","Sparta Elementary","Math Grade 3-8","2022%",40.6
"Alleghany County Schools","Sparta Elementary","Math Grade 3-8","2023%",39.9
"Alleghany County Schools","Sparta Elementary","Science Grade 5&8","2018%",59.7
"Alleghany County Schools","Sparta Elementary","Science Grade 5&8","2019%",65.5
"Alleghany County Schools","Sparta Elementary","Science Grade 5&8","2022%",57.8
"Alleghany County Schools","Sparta Elementary","Science Grade 5&8","2023%",62.6
"Anson County Schools","Anson Co. Early College High","Biology","2018%",60.4
"Anson County Schools","Anson Co. Early College High","Biology","2019%",64.8
"Anson County Schools","Anson Co. Early College High","Biology","2022%",57.4
"Anson County Schools","Anson Co. Early College High","Biology","2023%",69.2
"Anson County Schools","Anson Co. Early College High","English II","2018%",81
"Anson County Schools","Anson Co. Early College High","English II","2019%",61.9
"Anson County Schools","Anson Co. Early College High","English II","2022%",77.8
"Anson County Schools","Anson Co. Early College High","English II","2023%",89.4
"Anson County Schools","Anson High School","Biology","2018%",31.3
"Anson County Schools","Anson High School","Biology","2019%",31
"Anson County Schools","Anson High School","Biology","2022%",20.4
"Anson County Schools","Anson High School","Biology","2023%",23.2
"Anson County Schools","Anson High School","English II","2018%",33.3
"Anson County Schools","Anson High School","English II","2019%",28.9
"Anson County Schools","Anson High School","English II","2022%",27.5
"Anson County Schools","Anson High School","English II","2023%",24.1
"Anson County Schools","Ansonville Elementary","Reading Grade 3-8","2018%",65.7
"Anson County Schools","Ansonville Elementary","Reading Grade 3-8","2019%",63.5
"Anson County Schools","Ansonville Elementary","Reading Grade 3-8","2022%",68.8
"Anson County Schools","Ansonville Elementary","Reading Grade 3-8","2023%",55.4
"Anson County Schools","Ansonville Elementary","Math Grade 3-8","2018%",67.3
"Anson County Schools","Ansonville Elementary","Math Grade 3-8","2019%",62.4
"Anson County Schools","Ansonville Elementary","Math Grade 3-8","2022%",68.4
"Anson County Schools","Ansonville Elementary","Math Grade 3-8","2023%",59.8
"Anson County Schools","Ansonville Elementary","Science Grade 5&8","2018%",78.3
"Anson County Schools","Ansonville Elementary","Science Grade 5&8","2019%",81.6
"Anson County Schools","Ansonville Elementary","Science Grade 5&8","2022%",81
"Anson County Schools","Ansonville Elementary","Science Grade 5&8","2023%",72.7
"Anson County Schools","Anson Middle","Reading Grade 3-8","2018%",41.2
"Anson County Schools","Anson Middle","Reading Grade 3-8","2019%",41.2
"Anson County Schools","Anson Middle","Reading Grade 3-8","2022%",31.6
"Anson County Schools","Anson Middle","Reading Grade 3-8","2023%",23
"Anson County Schools","Anson Middle","Math Grade 3-8","2018%",29.1
"Anson County Schools","Anson Middle","Math Grade 3-8","2019%",29.8
"Anson County Schools","Anson Middle","Math Grade 3-8","2022%",24.8
"Anson County Schools","Anson Middle","Math Grade 3-8","2023%",19.1
"Anson County Schools","Anson Middle","Science Grade 5&8","2018%",59.6
"Anson County Schools","Anson Middle","Science Grade 5&8","2019%",64.4
"Anson County Schools","Anson Middle","Science Grade 5&8","2022%",62.9
"Anson County Schools","Anson Middle","Science Grade 5&8","2023%",38.6
"Anson County Schools","Wadesboro Primary","Reading Grade 3-8","2018%",30
"Anson County Schools","Wadesboro Primary","Reading Grade 3-8","2019%",26.2
"Anson County Schools","Wadesboro Primary","Reading Grade 3-8","2022%",16.2
"Anson County Schools","Wadesboro Primary","Reading Grade 3-8","2023%",20.3
"Anson County Schools","Wadesboro Primary","Math Grade 3-8","2018%",28.1
"Anson County Schools","Wadesboro Primary","Math Grade 3-8","2019%",22
"Anson County Schools","Wadesboro Primary","Math Grade 3-8","2022%",26
"Anson County Schools","Wadesboro Primary","Math Grade 3-8","2023%",29
"Anson County Schools","Lilesville Elementary","Reading Grade 3-8","2018%",41.1
"Anson County Schools","Lilesville Elementary","Reading Grade 3-8","2019%",49.2
"Anson County Schools","Lilesville Elementary","Reading Grade 3-8","2022%",41.3
"Anson County Schools","Lilesville Elementary","Reading Grade 3-8","2023%",35.9
"Anson County Schools","Lilesville Elementary","Math Grade 3-8","2018%",46.1
"Anson County Schools","Lilesville Elementary","Math Grade 3-8","2019%",60.2
"Anson County Schools","Lilesville Elementary","Math Grade 3-8","2022%",32.4
"Anson County Schools","Lilesville Elementary","Math Grade 3-8","2023%",43.1
"Anson County Schools","Lilesville Elementary","Science Grade 5&8","2018%",37
"Anson County Schools","Lilesville Elementary","Science Grade 5&8","2019%",77.1
"Anson County Schools","Lilesville Elementary","Science Grade 5&8","2022%",47.5
"Anson County Schools","Lilesville Elementary","Science Grade 5&8","2023%",52.9
